AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
AN38,100,500,M,Light,8800,1000,130,514.444,160,514.444,160,NaN,,200,NaN,FL140,800,,,200,411.5552,200,NaN,411.5552,61.73328,B,900,AN38,Flightcrew of two and up to 27 passengers.,Commuter airliner and utility transport. In limited service since 1997 in Russia (mainly Siberia).  A Russian stretched developement of the AN-28.,,22.1,15.5,4.3,2 x 1.118 KW AlliendSignal TPE331-14GR-801E turboprops with 5 blade propellers.,27,B,15.4332,7.71666,3,,1.028888,1.028888
AN70,120,1800,M,Lower,130000,1500,150,514.444,300,514.444,300,360.1108,0.7,400,0.37554412,FL360,2600,0.73,800,340,771.666,200,NaN,771.666,72.02216,C,2000,AN70,Flightcrew of three and 35 t payload or 300 troops.,Heavy freighter. On order for Russian and Ukrainian Air Force.  Developed as replacement for AN-12. Short take-off freighter version An-70T. Presently existing as prototype only. Planned in many military and civil versions.,,44.1,40.7,16.1,4 x 13.800 SHP Progress D-27 turbofans with 14 blade propellers.,300,D,15.4332,7.71666,3,,1.028888,1.028888
AN72,110,900,M,Lower,34500,2500,140,668.7772,230,411.5552,230,257.222,0.62,360,0.2829442,FL380,1500,0.64,800,230,771.666,170,72.02216,514.444,51.4444,B,470,AN7,Flightcrew of  three and typical 68 passengers.,STOL utility and polar transporter. In service since 1985.  Tactical transport development for Soviet Air Force as replacement for the An-26. Variants are in use as commercial freighters. Versions developed: An-72 base model.  An-72S VIP transport and An-72P maritime patrol aircraft. An-74 with enlarged nose radome. An-74T freighter. An-74TK convertible passenger/freighter model and An-74P VIP transport.,,31.9,28.1,8.7,2 x 63.74 kN ZMKB Progress D-36 turbofans.,68,C,15.4332,7.71666,3,,1.028888,1.028888
AS32,,,M,Light,9350,1500,80,360.1108,80,360.1108,80,NaN,,140,NaN,FL170,460,,,130,514.444,90,NaN,514.444,20.57776,A,,AS32,2 crew and up to 19 passengers.,The first prototype of the Super Puma first flew in 1978. Originally designed and built by Aerospatiale. The AS332 is an enlarged and re-engined version of the original SA330 Puma.&#13;&#10;It is and has been in use by many military forces around the world. and it is the preferred helicopter in the North Sea oil industry. where it transports personnel and equipment to and from the oil platforms.,,16.2,16.79,4.97,2 Turbomeca Makila 1A1 1400kW (1.877 shp),19,B,15.4332,7.71666,3,,1.028888,1.028888
ASTR,130,1600,M,Light,11180,3000,160,1286.11,290,1028.888,290,771.666,0.81,470,0.42698852,FL450,2500,0.85,1000,290,2057.776,200,87.45548,771.666,61.73328,B,900,ASTR,Flightcrew of two and typical 6 passengers. up to 9 in high density configuration.,Medium-range corporate jet. In service since 1985 (Astra SPX since 1996).  Comprehensive development . retains only the tail unit and engine nacelles of IAI 1124 Westwind 1/2. with improved performance and increased cabin volume. The orginal Astra was replaced by the Astra SP in 1989. with upgraded avionics and EFIS cockpit. Latest Astra model is the Astra SP (special performance) INSERT INTO tblaircraftdatasupp VALUES  with more powerful engines. long range winglets and modern avionics.,,16.1,16.9,5.5,1125: 2 x 16.23 kN Garett TFE 731-3B-100G turbofans. SP: 2 x 16.6 kN AlliedSignal TFE731-3C-200G turbofans. SPX: 2 x 18.91 kN AlliedSignal TFE731-40R-200G turbofans.,6,B,15.4332,7.71666,3,,1.028888,1.028888
AT43,110,1100,M,Lower,16700,1000,140,514.444,210,514.444,210,NaN,,255,NaN,FL250,1700,,,240,771.666,200,87.45548,771.666,61.73328,B,1000,AT3/ATR,Flightcrew of two and typical 42 passengers. up to 50 in high density configuration.,Turboprop regional airliner. In service since 1985.  The ATR-42-300 is the current and standard type of the ATR family. ATR-42-320 with more powerful engines.,ATR-42-200/300/320,24.6,22.7,7.6,300: 2 x 1.800 SHP PWC PW120 turboprops with 4 blade propellers. 320: 2 x 2.100 SHP PWC PW121 turboprops with 4 blade propellers.,42,C,15.4332,7.71666,3,,1.028888,1.028888
AT44,115,1100,M,Lower,17900,1900,140,617.3328,210,514.444,210,NaN,,260,NaN,FL250,1700,,,250,771.666,250,87.45548,771.666,61.73328,B,1000,AT4,Flightcrew of two and typical 42 passengers. up to 50 in high density configuration.,Twin turboprop regional airliner. In service since 1998.  Development of ATR-42-320 with six blade propellers. Only 2 aircraft built for Czech Airliner CSA.,,24.6,22.7,7.6,2 x 1.900 SHP P&amp;W PW121A Turboprops with 6 blade propellers.,42,C,15.4332,7.71666,3,,1.028888,1.028888
AT45,110,1000,M,Lower,18600,1500,140,771.666,220,514.444,220,NaN,,300,NaN,FL260,1000,,,230,771.666,200,87.45548,771.666,56.58884,B,1000,AT5,Flightcrew of two and typical 42 passengers. up to 50 in high density configuration.,Turboprop regional airliner. In service since 1995.  An improved version of ATR - 42 with six bladed propellers. higher cruising speed and improved passenger cabin.,,24.6,22.7,7.6,2 x 2.500 SHP PWC PW127 turboprops with 6 blade propellers.,42,C,15.4332,7.71666,3,,1.028888,1.028888
AT72,110,1500,M,Lower,21500,1500,140,514.444,210,514.444,210,NaN,,275,NaN,FL250,1500,,,260,771.666,200,87.45548,771.666,61.73328,B,1100,AT72,Flightcrew of two and typical 72 passengers.,Turboprop regional airliner. In service since 1989.  Stretched larger capacity version of ATR-42. Some versions with different performance. Latest model AT-72-500 (redesignated 210) with six bladed propellers since 1997.,,27.1,27.2,7.7,200: 2 x 2.160 SHP PWC PW124B turboprops with 4 blade propellers. 210: 2 x 2.500 SHP PWC127E  turboprops with 6 blade propellers.,72,C,15.4332,7.71666,3,,1.028888,1.028888
ATLA,110,1500,M,Upper,43500,2000,140,514.444,220,514.444,220,NaN,,275,NaN,FL320,2200,,,280,771.666,190,51.4444,514.444,66.87772,C,1500,ATLA,Flightcrew of 4 and up to 8 operators.,Longe range maritime patrol aircraft. In service since 1965.  Exists in two versions: 1150 Atlantic operated by German Navy. Italy and Pakistan. a modernized version Atlantique 2 (first flight: May 1981) operated by France.,BREGUET 1150 Atlantic,36.3,31.7,11.3,2  x  6.106 SHP R-R Tyne Rty.20 turboprop with 4 blade propellers.,0,D,15.4332,7.71666,3,,1.028888,1.028888
ATP,105,1351,M,Lower,22930,1000,140,308.6664,185,308.6664,185,NaN,,266,NaN,FL250,1000,,,230,771.666,180,72.02216,411.5552,54.01662,B,1128,ATP,Flightcrew of two and typical 64 passengers (70 in Jetstream 61).,Turboprop regional airliner. In service since 1988.  Modernized and stretched development of  HS 748. also used in a freighter version. A total of 62 ATPs were built before the production ended in 1994. A newer development was the Jetstream 61 but it was not put into production.,British Aerospace ATP,30.6,26,7.6,ATP: 2 x 2.653 SHP P&amp;W PW 126 A turboprops with 6 blade propellers. JS61: 2 x 2.050 SHP P&amp;W PW 127 D turboprops with 6 blade propellers.,64,C,15.4332,7.71666,3,,1.028888,1.028888
B06,,,L,Light,1451,1350,60,NaN,,NaN,,NaN,,120,NaN,FL135,374,,,120,565.8884,80,NaN,514.444,20.57776,A,,B06,1 pilot and 4 passengers,The first prototype designated YOH-4A. originally designed for the US Army. first flew in December 1962. The US army decided against this helicopter. leading Bell Helicopters to redesign the YOH-4A to the Bell 206A.&#13;&#10;The Bell 206A first flew in January 1966. and is still in service today.&#13;&#10;A Seven-seater version known as the LongRanger . 76cm longer than the JetRanger was introduced in 1975.&#13;&#10;,,10.16,12.11,2.83,1 x Allison 250-C20B turboshaft. 450 shp derated to 317shp due to drive train limitations,4,A,15.4332,7.71666,3,,1.028888,1.028888
B1,175,1700,H,Lower,216365,,205,NaN,370,NaN,370,514.444,0.85,440,0.4115552,FL500,6500,0.9,1000,350,1543.332,250,NaN,771.666,77.1666,D,1500,B1,Flightcrew of four and 34 tons payload.,Strategic long range bomber. In service since 1981.  Production ended with the 100th aircraft in Jan.1988. In 1990 the USAF brought up the B-1 as B-1B  to a common avionics standard. The USAF named the B-1B Lancer.,Lancer,41.7,44.8,10.4,4 x 136.9 kN GE F101 - GE - 102 afterburning turbofans.,0,D,15.4332,7.71666,3,,1.028888,1.028888
B190,110,1150,M,Light,7690,2500,145,617.3328,210,617.3328,210,NaN,,270,NaN,FL250,1500,,,250,771.666,250,92.59992,771.666,61.73328,B,825,BE1/BEH/BES,Flightcrew of  two and typical 18 passengers.,Regional airliner and corporate aircraft. In service since 1984.  A development of the BEECH 200 Super King Air with oval stretched fuselage so passenger can stand up. Production switched 1991 to the improved 1900D with winglets. marketed by RAYTHEON. Military version C-12J.,BEECH 1900 (C-12J)<br />C-12J,17.7,17.6,4.7,1900C: 2 x 1.100 SHP P&amp;W PT6A - 65B turboprops with 4 blade propellers. 1900D: 2 x 1.279 SHP P&amp;W PT6A - 67D turboprops with 4 blade propellers.,18,B,15.4332,7.71666,3,,1.028888,1.028888
B2,195,,H,Special,170550,1500,230,668.7772,300,617.3328,300,514.444,0.74,450,0.40126632,FL500,6600,0.78,800,350,1543.332,250,NaN,771.666,72.02216,C,1500,B2,Flightcrew of two with provision for a third member.,Low observable strategic bomber for USAF. In service since 1990.  Advanced technology bomber development. flying wing almost invisible to radar. USAF planned to acquire 133 aircraft. but massive cost and the end of the cold war reduced the number to 20 (used by the 509th bomb wing in Missouri). Production ended in 1998.,NORTHROP B-2 Spirit<br />NORTHROP GRUMMAN B-2 Spirit,52.4,21,5.2,4 x 84.5 kN GE F118-GE-110 turbofans.,0,E,15.4332,7.71666,3,,1.028888,1.028888
B230,,,L,Light,3810,1600,60,205.7776,80,205.7776,80,NaN,,130,NaN,FL155,378,,,130,514.444,60,NaN,514.444,20.57776,A,,B230,1 pilot and up to 9 passengers,The Bell 230 is a development from the Bell 222 with an updated design and more powerful engines. &#13;&#10;The Bell 230 first flew in August 1991 and was first delivered in November 1992. The Bell 230 production was replaced by the Bell 430 in 1995.,,12.8,12.88,3.56,2x Rolls-Royce 250-C30G/2,9,A,15.4332,7.71666,3,,1.028888,1.028888
B350,120,1000,L,Light,6800,2000,150,771.666,230,514.444,230,NaN,,300,0.24178868,FL350,1800,,,280,771.666,250,77.1666,771.666,56.58884,B,820,B350,One or two pilots and typical 8 passengers. up to 13 in high density configuration.,Corporate and utility aircraft. In service since 1989.  Stretched and improved replacement of the Beech 300 Super King Air (which only saw limited production). Production switched 1991 to RAYTHEON. USA.,,17.7,14.2,4.4,2 x 1.050 SHP P&amp;W PT6A-60A turboprop with 4 blade propellers.,8,B,15.4332,7.71666,3,,1.028888,1.028888
B412,,,L,Light,5397,1300,80,411.5552,100,411.5552,100,NaN,,125,NaN,FL200,402,120,1000,120,514.444,60,NaN,411.5552,20.57776,A,,B412,1 or 2 pilots and up to 13 passengers.,The Bell 412 first flew in August 1979. with deliveries starting in beginning of 1981. Over the years the Bell 412 has been upgraded to include new features such as FADEC controlled engines and glass cockpit.&#13;&#10;It is also built on license in italy by AgustaWestland known as the AgustaBell 412 Grifone.,,14,17.1,4.6, 2 × Pratt &amp; Whitney Canada PT6T-3BE Twin-Pac turboshafts. 900 shp (671 kW) each&#13;&#10;,13,A,15.4332,7.71666,3,,1.028888,1.028888
B430,,,L,Light,4218,1400,60,NaN,,NaN,,NaN,,130,NaN,FL146,324,,,130,514.444,60,NaN,411.5552,20.57776,A,,B430,2 pilots and between 6 and 8 passengers,The Bell 430 first flew in October 1994 and was first delivered in 1996.&#13;&#10;The Bell 430 was introduced when the production of the Bell 230 was ended in August 1995. &#13;&#10;The last Bell 430 to be delivered was in May 2008.  ,,12.8,13.44,3.73,2 x Rolls-Royce 250-C40B,8,A,15.4332,7.71666,3,,1.028888,1.028888
B461,125,1600,M,Lower,23290,1500,155,1028.888,220,617.3328,220,257.222,0.65,380,0.3343886,FL310,1120,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1200,141,Flight crew of 2 and up to 82 passengers.,The BAe 146 is a medium-sized commercial aircraft. manufactured until 2002. It is often also called Avro 146 even though this term is not official. and nicknamed the Jumbolino. The aircraft has STOL capabilities and very quiet operation; it has been marketed under the name Whisperjet. The only commercial jet with 4 turbofan jet engines on a wing that is mounted on top of the fuselage. Having extremely large flaps and spoilers. and a large split air brake mounted in the tail. the plane does not need reverse thrust at landing. It sees wide usage at small city-based airports. In its primary role it serves as a regional jet. short-haul airliner or feederliner. The freight-carrying version has the designation &#39;QT&#39; (&quot;quiet trader&quot;). The BAe 146 comes in -100. -200 and -300 models. First flight of the -100 series occurred in September 1981. with deliveries commencing in 1983. -100 migrated last to the type name &quot;Avro RJ&quot; superseded &quot;BAe 146&quot; in 1993 in a new joint venture. Avro RJ standard development.  The RJ70 differed from the 146-100 in having FADEC LF 507 engines and digital avionics. Total of 35 BAe-146-100 were built.,,26.21,26.16,8.59,4 x 29.8kN Textron Lycoming ALF502R-5 turbofans,82,C,15.4332,7.71666,3,,1.028888,1.028888
B462,125,1030,M,Lower,42200,1500,155,1028.888,220,617.3328,220,257.222,0.65,380,0.3343886,FL310,1120,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1235,142,Flightcrew of 2 and 85 passengers in typical seating arangement. up to 100 in high density configuration.,Stretched development of the BAe-146-100. First flight in August 1982. Total of 116 aircraft were built. Later replaced by Avro RJ 85.,,26.34,28.55,8.61,4 × 31kN Honeywell ALF 502R-5 turbofans,85,C,15.4332,7.71666,3,,1.028888,1.028888
B463,125,1600,M,Lower,46000,1500,155,1028.888,250,617.3328,250,257.222,0.65,380,0.3343886,FL310,1100,0.68,800,250,1543.332,250,102.8888,771.666,64.3055,C,1200,143,Flightcrew of two and typical 100 passengers in single class. up to 128 in high density configuration.,Stretched development of the BAe-146-200. First delivery in 1988. Total of 71 aircraft were built. Later replaced by Avro RJ 100.,British Aerospace 146-300,26.34,31,8.61,4 × 31kN Honeywell ALF 502R-5 turbofans,100,C,15.4332,7.71666,3,,1.028888,1.028888
B52,,3000,H,Special,221350,3000,,NaN,300,NaN,300,514.444,0.72,415,0.385833,FL470,8600,0.84,800,300,1543.332,250,NaN,771.666,87.45548,E,2000,B52,Flightcrew of five.,Strategic long range bomber. In service since 1955.  Replacement for strategic air commands B-50. Development of the B-29 Superfortress. A number of 744 aircraft were built. Last Turbofan powered version B-52H is to remain in service past 2000. Re-engined 4 CFM engines version of B-52H for US Air Force proposed by BOEING. Max Mach 0.86,BOEING B-52 Stratofortress,56.4,48.03,12.4,52: 8 x 47.63 kN P&amp;W J 57-P-19 W/29WA (with water injection 8 x 62.42 kN) turbojets. 52H: 8 x 75.6 kN P&amp;W TF33-P-3 or 4 x 192 kN R-R RB211 turbofans.,0,E,15.4332,7.71666,3,,1.028888,1.028888
B701,,,M,Upper,86184,1300,160,823.1104,377,720.2216,377,411.5552,0.81,470,0.4115552,FL390,3530,,,289,843.68816,240,123.46656,617.3328,66.87772,C,,707/B72/70F/70M,Flightcrew of 4 and 110 to 179 passengers.,Medium to long range airliner/freighter. In service since 1958.  First member of BOEINGs 707 production serie. First models with turbojets. later re-engined with JT3D turbofans. C-137/CC-137 military freighter version.,BOEING 707-100 (C-137B),39.9,44.1,12.9, 4 x 76.2 kN P&amp;W JT3D-1 turbofans.,179,D,15.4332,7.71666,3,,1.028888,1.028888
B703,130,3000,H,Lower,150800,2000,160,771.666,290,771.666,290,514.444,0.76,470,0.4115552,FL390,5000,0.75,800,300,1543.332,250,123.46656,771.666,72.02216,C,1200,703,Flightcrew of 4 and typical 147 passengers in two classes. up to 219 in high density configuration.,Long range airliner/freighter. In service since 1960. Exists in many versions. Today operates mostly as freighter and corporate transport. Base for many military developments: KC-135 (tanker). C-135 (freighter). EC-135 (special mission adaption). E3 (airborne warning and control aircraft) and E6 (submarine communications and command post).,C-18<br />EC-137,44.4,46.6,12.9,4 x 80.1 kN P&amp;W JT3D-3 or 4 x 84.4 kN P&amp;W JT3D-7 turbofans.,147,D,15.4332,7.71666,3,,1.028888,1.028888
B712,130,2100,M,Lower,54885,3000,165,1543.332,270,1543.332,270,771.666,0.72,435,0.39097744,FL370,2060,0.72,800,290,1800.554,210,NaN,771.666,71.507716,C,1600,717,Flightcrew of two and 106 passengers in two classes configuration.,Short range airliner. In commercial service since 1999.  Renamed type of the McDonnell Douglas MD-95. A modernized combination of the DC-9-30  fuselage with the advanced technologies of the MD-90. Produced until 2006.,,28.5,37.8,8.9,2 x 93.4 kN R-R BR715-C1-30 turbofans.,106,C,15.4332,7.71666,3,,1.028888,1.028888
B720,175,2515,M,Lower,108000,1700,240,668.7772,280,514.444,280,565.8884,0.78,480,0.4372774,FL390,3600,0.84,1000,280,1028.888,240,113.17768,771.666,68.421052,C,1740,B72,Flightcrew of three and between 112 to 167 passenger. depending on cabin layout.,Medium range narrowbody airliner. The Boeing 720 is a shorter medium range development of the Boeing 707-120. It entered service in 1960. The last Boeing 720 retired in 2010.,,39.9,41.3,12.7,4 x 75.6 kN P&amp;W JT3C-7 or 4 x 80 kN P&amp;W JT3D-3 turbofans.,112,D,15.4332,7.71666,3,,1.028888,1.028888
